line_num,image_path,label,croplabel,xmin,ymin,xmax,ymax
231,jute/Jute049a.jpg,jute,0,0,1,55,196
232,maize/maize050a.jpg,maize,1,2694,467,3190,1198
235,rice/rice047a.jpg,rice,2,362,99,469,231
239,wheat/wheat041a.jpg,wheat,4,1,174,189,229
241,wheat/wheat041a.jpg,wheat,4,1,238,134,396
246,maize/maize050a.jpg,maize,1,2,84,1190,1786
260,wheat/wheat049a.jpg,wheat,4,1,262,296,394
262,sugarcane/sugarcane047a.jpg,sugarcane,3,349,200,679,361
266,sugarcane/sugarcane047a.jpg,sugarcane,3,681,191,1271,360
267,wheat/wheat049a.jpg,wheat,4,514,491,947,800
277,maize/maize048a.jpg,maize,1,2,475,788,1000
281,sugarcane/sugarcane047a.jpg,sugarcane,3,12,360,694,710
286,sugarcane/sugarcane041a.jpg,sugarcane,3,401,141,472,265
289,jute/Jute049a.jpg,jute,0,0,197,114,266
295,rice/rice048a.jpg,rice,2,9,500,640,900
301,maize/maize050a.jpg,maize,1,842,455,1771,1300
303,sugarcane/sugarcane047a.jpg,sugarcane,3,423,377,683,709
311,jute/Jute049a.jpg,jute,0,206,1,241,124
313,rice/rice-828540_1280.jpg,rice,2,4,576,560,847
319,wheat/wheat041a.jpg,wheat,4,377,127,474,141
329,jute/Jute049a.jpg,jute,0,266,106,448,251
333,rice/rice047a.jpg,rice,2,123,102,381,231
334,wheat/wheat041a.jpg,wheat,4,137,135,275,173
339,sugarcane/sugarcane041a.jpg,sugarcane,3,1,143,197,266
342,maize/maize050a.jpg,maize,1,9,1300,1525,1800
354,jute/Jute049a.jpg,jute,0,157,1,206,136
355,wheat/wheat049a.jpg,wheat,4,556,226,1200,282
362,rice/rice-828540_1280.jpg,rice,2,506,290,867,844
363,rice/rice-828540_1280.jpg,rice,2,546,499,859,823
365,wheat/wheat049a.jpg,wheat,4,493,274,857,487
369,sugarcane/sugarcane047a.jpg,sugarcane,3,703,359,1273,712
372,rice/rice047a.jpg,rice,2,156,5,388,103
374,jute/Jute049a.jpg,jute,0,317,6,447,74
376,rice/rice048a.jpg,rice,2,340,350,553,488
385,rice/rice-828540_1280.jpg,rice,2,7,405,568,572
405,sugarcane/sugarcane047a.jpg,sugarcane,3,193,296,353,363
413,rice/rice048a.jpg,rice,2,10,240,336,475
415,rice/rice048a.jpg,rice,2,645,686,1170,900
418,jute/Jute049a.jpg,jute,0,341,77,446,105
426,rice/rice048a.jpg,rice,2,374,216,1195,312
429,wheat/wheat049a.jpg,wheat,4,250,257,546,490
445,rice/rice048a.jpg,rice,2,839,506,1192,679
451,sugarcane/sugarcane_547047482.jpeg,sugarcane,3,20,20,360,269
452,sugarcane/sugarcane_547047482.jpeg,sugarcane,3,400,20,760,269
453,sugarcane/sugarcane_547047482.jpeg,sugarcane,3,20,299,360,569
454,sugarcane/sugarcane_547047482.jpeg,sugarcane,3,400,299,760,569
455,sugarcane/sugarcane_637189213.jpeg,sugarcane,3,20,20,360,202
456,sugarcane/sugarcane_637189213.jpeg,sugarcane,3,400,20,760,202
457,sugarcane/sugarcane_637189213.jpeg,sugarcane,3,20,224,360,426
458,sugarcane/sugarcane_637189213.jpeg,sugarcane,3,400,224,760,426
459,sugarcane/sugarcane1.jpeg,sugarcane,3,20,20,360,259
460,sugarcane/sugarcane1.jpeg,sugarcane,3,400,20,760,259
461,sugarcane/sugarcane1.jpeg,sugarcane,3,20,288,360,548
462,sugarcane/sugarcane1.jpeg,sugarcane,3,400,288,760,548
463,jute/jute-1.jpg,jute,0,20,20,300,184
464,jute/jute-1.jpg,jute,0,340,20,620,184
465,jute/jute-1.jpg,jute,0,20,224,300,388
466,jute/jute-1.jpg,jute,0,340,224,620,388
467,jute/jute-2.jpg,jute,0,20,200,300,494
468,jute/jute-2.jpg,jute,0,320,200,600,494
469,jute/jute-2.jpg,jute,0,620,200,900,494
470,jute/jute-2.jpg,jute,0,920,200,1120,494
475,maize/maize001a.jpeg,maize,1,10,10,214,214
476,maize/maize001ahf.jpeg,maize,1,10,10,214,214
477,maize/maize001arot.jpeg,maize,1,10,10,214,214
478,maize/maize001ahs.jpeg,maize,1,10,10,214,214
486,rice/rice044a.jpg,rice,2,92,94,158,116
487,rice/rice044a.jpg,rice,2,363,136,472,285
488,rice/rice044a.jpg,rice,2,195,67,319,93
489,rice/rice044a.jpg,rice,2,150,99,315,160
490,rice/rice044a.jpg,rice,2,1,93,89,137
491,rice/rice044a.jpg,rice,2,326,86,470,159
492,rice/rice044a.jpg,rice,2,189,162,327,286
493,rice/rice044a.jpg,rice,2,2,167,192,286
494,rice/rice044a.jpg,rice,2,277,123,376,280
495,rice/rice-5174887_1280.jpg,rice,2,0,0,400,300
496,rice/rice-5174887_1280.jpg,rice,2,400,0,800,300
497,rice/rice-5174887_1280.jpg,rice,2,800,0,1200,300
498,rice/rice-5174887_1280.jpg,rice,2,0,300,400,600
499,rice/rice-5174887_1280.jpg,rice,2,400,300,800,600
500,rice/rice-5174887_1280.jpg,rice,2,800,300,1200,600
501,rice/rice-5174887_1280.jpg,rice,2,0,600,400,900
502,rice/rice-5174887_1280.jpg,rice,2,400,600,800,900
503,rice/rice-5174887_1280.jpg,rice,2,800,600,1200,900
504,rice/rice-4967164_1280.jpg,rice,2,0,0,400,200
505,rice/rice-4967164_1280.jpg,rice,2,400,0,800,200
506,rice/rice-4967164_1280.jpg,rice,2,800,0,1199,200
507,rice/rice-4967164_1280.jpg,rice,2,0,200,400,399
508,rice/rice-4967164_1280.jpg,rice,2,400,200,800,399
509,rice/rice-4967164_1280.jpg,rice,2,800,200,1199,399
510,jute/jute047a.jpg,jute,0,1,150,123,212
513,jute/jute046a.jpg,jute,0,264,168,397,207
519,jute/jute042a.jpg,jute,0,517,113,799,330
520,jute/jute047a.jpg,jute,0,261,154,363,249
521,jute/jute046a.jpg,jute,0,2,169,151,259
523,jute/jute042a.jpg,jute,0,494,327,800,599
524,jute/jute046a.jpg,jute,0,151,171,286,244
525,jute/jute047a.jpg,jute,0,142,178,321,263
526,jute/jute046a.jpg,jute,0,151,201,266,282
527,jute/jute047a.jpg,jute,0,0,209,142,288
530,jute/jute042a.jpg,jute,0,265,112,514,325
531,jute/jute047a.jpg,jute,0,125,134,280,252
532,jute/jute046a.jpg,jute,0,1,187,149,273
533,jute/jute042a.jpg,jute,0,1,327,257,599
534,jute/jute042a.jpg,jute,0,258,326,495,600
535,jute/jute046a.jpg,jute,0,268,202,395,289
536,jute/jute042a.jpg,jute,0,1,113,262,327
541,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,576,288,793,405
542,wheat/wheat047a.jpg,wheat,4,3,212,394,377
543,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,1,341,319,533
544,wheat/wheat045a.jpg,wheat,4,349,72,474,150
545,wheat/wheat047a.jpg,wheat,4,638,327,794,595
546,wheat/wheat045a.jpg,wheat,4,3,82,158,143
547,wheat/wheat047a.jpg,wheat,4,1,384,393,600
548,wheat/wheat045a.jpg,wheat,4,375,158,465,266
549,wheat/wheat047a.jpg,wheat,4,415,173,687,345
550,wheat/wheat045a.jpg,wheat,4,1,144,153,266
551,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,569,407,800,533
552,wheat/wheat047a.jpg,wheat,4,575,107,797,162
553,wheat/wheat045a.jpg,wheat,4,187,142,377,266
554,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,241,246,586,416
555,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,5,274,285,354
556,wheat/wheat047a.jpg,wheat,4,2,112,392,208
557,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,289,407,571,533
558,wheat/wheat047a.jpg,wheat,4,427,341,688,600
559,wheat/wheat045a.jpg,wheat,4,1,15,134,56
560,wheat/wheat047a.jpg,wheat,4,605,153,800,330
561,wheat/wheat047a.jpg,wheat,4,402,109,573,171
562,wheat/wheat045a.jpg,wheat,4,190,85,331,145
