line_num,image_path,label,croplabel,xmin,ymin,xmax,ymax
34,wheat/wheat037ahs.jpeg,wheat,4,0,0,224,224
35,maize/maize005a.jpeg,maize,1,0,0,224,224
36,wheat/wheat026a.jpeg,wheat,4,0,0,224,224
37,rice/rice008ahf.jpeg,rice,2,0,0,224,224
39,rice/rice002ahs.jpeg,rice,2,0,0,224,224
40,maize/maize044a.jpg,maize,1,1210,279,1600,1258
41,jute/jute038a.jpeg,jute,0,0,0,224,224
42,rice/rice030a.jpeg,rice,2,0,0,224,224
43,sugarcane/sugarcane025a.jpeg,sugarcane,3,0,0,224,224
44,rice/rice004arot.jpeg,rice,2,0,0,224,224
45,rice/rice-5174887_1280.jpg,rice,2,752,1,1042,399
46,wheat/wheat012ahf.jpeg,wheat,4,0,0,224,224
47,sugarcane/sugarcane016a.jpeg,sugarcane,3,0,0,224,224
48,rice/rice002arot.jpeg,rice,2,0,0,224,224
49,maize/maize004a.jpeg,maize,1,0,0,224,224
50,maize/maize001a.jpeg,maize,1,0,0,224,224
51,maize/maize017a.jpeg,maize,1,0,0,224,224
52,jute/jute017ahf.jpeg,jute,0,0,0,224,224
53,jute/jute013a.jpeg,jute,0,0,0,224,224
54,rice/rice043a.jpg,rice,2,178,212,482,494
55,jute/jute045a.jpg,jute,0,409,81,714,306
56,rice/rice045a.jpg,rice,2,101,82,226,190
57,maize/maize038ahf.jpeg,maize,1,0,0,224,224
59,jute/jute011a.jpeg,jute,0,0,0,224,224
60,jute/jute024a.jpeg,jute,0,0,0,224,224
61,wheat/wheat004a.jpeg,wheat,4,0,0,224,224
62,sugarcane/sugarcane013ahs.jpeg,sugarcane,3,0,0,224,224
63,sugarcane/sugarcane035a.jpeg,sugarcane,3,0,0,224,224
64,wheat/wheat015ahs.jpeg,wheat,4,0,0,224,224
65,rice/rice-828540_1280.jpg,rice,2,676,283,1278,499
66,sugarcane/sugarcane029ahf.jpeg,sugarcane,3,0,0,224,224
67,maize/maize044a.jpg,maize,1,451,283,842,1276
68,sugarcane/sugarcane028arot.jpeg,sugarcane,3,0,0,224,224
69,wheat/wheatcrops.jpg,wheat,4,1,102,260,285
70,sugarcane/sugarcane0010a.jpeg,sugarcane,3,0,0,224,224
71,jute/jute004a.jpeg,jute,0,0,0,224,224
72,rice/rice022ahf.jpeg,rice,2,0,0,224,224
73,wheat/wheat050a.jpg,wheat,4,3,907,2388,1317
74,rice/rice015ahf.jpeg,rice,2,0,0,224,224
75,maize/maize036ahs.jpeg,maize,1,0,0,224,224
76,wheat/wheat009ahs.jpeg,wheat,4,0,0,224,224
77,maize/maize047a.jpg,maize,1,107,40,217,377
78,jute/jute035arot.jpeg,jute,0,0,0,224,224
79,jute/jute010ahf.jpeg,jute,0,0,0,224,224
80,rice/rice001arot.jpeg,rice,2,0,0,224,224
81,maize/maize006.jpeg,maize,1,0,0,224,224
82,jute/jute044a.jpg,jute,0,254,16,488,629
83,rice/rice029ahs.jpeg,rice,2,0,0,224,224
85,rice/rice-field.jpg,rice,2,285,432,540,720
86,maize/maize040ahs.jpeg,maize,1,0,0,224,224
87,maize/maize025ahs.jpeg,maize,1,0,0,224,224
88,rice/rice-field.jpg,rice,2,238,91,537,255
89,jute/jute036arot.jpeg,jute,0,0,0,224,224
90,jute/jute027ahs.jpeg,jute,0,0,0,224,224
91,sugarcane/sugarcane013a.jpeg,sugarcane,3,0,0,224,224
92,jute/jute034a.jpeg,jute,0,0,0,224,224
93,maize/maize006hs.jpeg,maize,1,0,0,224,224
95,sugarcane/sugarcane029a.jpeg,sugarcane,3,0,0,224,224
96,wheat/wheat007ahf.jpeg,wheat,4,0,0,224,224
97,wheat/wheat006a.jpeg,wheat,4,0,0,224,224
98,jute/jute041a.jpg,jute,0,543,324,972,760
99,jute/jute027arot.jpeg,jute,0,0,0,224,224
100,sugarcane/sugarcane026a.jpeg,sugarcane,3,0,0,224,224
101,rice/rice001a.jpeg,rice,2,0,0,224,224
102,rice/rice045a.jpg,rice,2,1,46,139,114
103,maize/maize031a.jpeg,maize,1,0,0,224,224
104,maize/maize005arot.jpeg,maize,1,0,0,224,224
105,maize/maize-field01.jpg,maize,1,1,135,722,433
106,sugarcane/sugarcane042a.jpg,sugarcane,3,1295,484,1840,1095
107,rice/rice045a.jpg,rice,2,1,94,132,206
108,maize/maize012ahf.jpeg,maize,1,0,0,224,224
109,sugarcane/sugarcane026ahs.jpeg,sugarcane,3,0,0,224,224
110,wheat/wheat035a.jpeg,wheat,4,0,0,224,224
111,wheat/wheat017arot.jpeg,wheat,4,0,0,224,224
112,wheat/wheatcrop01.jpg,wheat,4,149,254,492,480
113,wheat/wheat020ahs.jpeg,wheat,4,0,0,224,224
114,maize/maize002ahf.jpeg,maize,1,0,0,224,224
115,rice/rice005a.jpeg,rice,2,0,0,224,224
116,jute/jute009ahf.jpeg,jute,0,0,0,224,224
117,sugarcane/sugarcane017a.jpeg,sugarcane,3,0,0,224,224
118,sugarcane/sugarcane049a.jpg,sugarcane,3,7,118,400,842
119,jute/jute019arot.jpeg,jute,0,0,0,224,224
120,sugarcane/sugarcane012ahs.jpeg,sugarcane,3,0,0,224,224
121,maize/maize016arot.jpeg,maize,1,0,0,224,224
122,wheat/wheat018ahf.jpeg,wheat,4,0,0,224,224
125,rice/rice040arot.jpeg,rice,2,0,0,224,224
126,wheat/wheatcrop01.jpg,wheat,4,480,275,791,475
127,maize/maize041a.jpg,maize,1,188,236,509,1020
128,jute/jute040ahf.jpeg,jute,0,0,0,224,224
129,sugarcane/sugarcane0003a.jpeg,sugarcane,3,0,0,224,224
130,rice/rice049a.jpg,rice,2,169,55,198,71
131,rice/rice041a.jpg,rice,2,1,180,126,354
133,rice/rice031ahs.jpeg,rice,2,0,0,224,224
134,jute/juteleaves.jpg,jute,0,432,437,640,639
135,jute/jute029ahf.jpeg,jute,0,0,0,224,224
136,wheat/wheat028arot.jpeg,wheat,4,0,0,224,224
137,sugarcane/sugarcane0002ahf.jpeg,sugarcane,3,0,0,224,224
138,wheat/wheat038arot.jpeg,wheat,4,0,0,224,224
139,wheat/wheat029ahf.jpeg,wheat,4,0,0,224,224
140,rice/rice029arot.jpeg,rice,2,0,0,224,224
141,jute/jute022ahf.jpeg,jute,0,0,0,224,224
142,wheat/wheat018ahs.jpeg,wheat,4,0,0,224,224
143,maize/maize007.jpeg,maize,1,0,0,224,224
144,maize/maize001ahf.jpeg,maize,1,0,0,224,224
145,sugarcane/sugarcane046a.jpg,sugarcane,3,289,5,391,353
146,sugarcane/sugarcane031ahf.jpeg,sugarcane,3,0,0,224,224
147,rice/rice026a.jpeg,rice,2,0,0,224,224
148,maize/maize019ahs.jpeg,maize,1,0,0,224,224
149,sugarcane/sugarcane017arot.jpeg,sugarcane,3,0,0,224,224
150,sugarcane/sugarcane0001ahf.jpeg,sugarcane,3,0,0,224,224
151,rice/rice047a.jpg,rice,2,156,5,388,103
152,maize/maize044a.jpg,maize,1,839,282,1266,1280
153,rice/rice040a.jpeg,rice,2,0,0,224,224
154,rice/rice022ahs.jpeg,rice,2,0,0,224,224
155,sugarcane/sugarcane044a.jpg,sugarcane,3,1,111,474,355
156,rice/rice-field.jpg,rice,2,5,11,231,253
157,jute/jute023arot.jpeg,jute,0,0,0,224,224
158,maize/maize-Field-Corn.jpg,maize,1,1,108,340,456
159,maize/maize021ahs.jpeg,maize,1,0,0,224,224
160,rice/rice048a.jpg,rice,2,839,506,1192,679
161,maize/maize032arot.jpeg,maize,1,0,0,224,224
162,wheat/wheat031a.jpeg,wheat,4,0,0,224,224
163,maize/maize001ahs.jpeg,maize,1,0,0,224,224
164,wheat/wheat019arot.jpeg,wheat,4,0,0,224,224
165,jute/jute019ahf.jpeg,jute,0,0,0,224,224
166,wheat/wheat008arot.jpeg,wheat,4,0,0,224,224
167,jute/jute031arot.jpeg,jute,0,0,0,224,224
168,wheat/wheat044a.jpg,wheat,4,16,197,172,355
169,wheat/wheat050a.jpg,wheat,4,3056,1260,3988,2664
171,rice/rice003ahf.jpeg,rice,2,0,0,224,224
172,wheat/wheat050a.jpg,wheat,4,3,1353,1174,2642
173,rice/rice019ahf.jpeg,rice,2,0,0,224,224
174,wheat/wheat048a.jpg,wheat,4,803,253,1191,452
175,rice/rice002ahf.jpeg,rice,2,0,0,224,224
176,rice/rice028ahf.jpeg,rice,2,0,0,224,224
177,rice/rice018ahs.jpeg,rice,2,0,0,224,224
178,rice/rice028ahs.jpeg,rice,2,0,0,224,224
179,jute/jute031ahs.jpeg,jute,0,0,0,224,224
180,wheat/wheat037a.jpeg,wheat,4,0,0,224,224
181,rice/rice015a.jpeg,rice,2,0,0,224,224
183,wheat/wheat019ahs.jpeg,wheat,4,0,0,224,224
184,jute/Jute049a.jpg,jute,0,0,1,55,196
185,rice/rice006a.jpeg,rice,2,0,0,224,224
186,wheat/wheat.jpg,wheat,4,373,345,1024,673
187,sugarcane/sugarcane039arot.jpeg,sugarcane,3,0,0,224,224
188,sugarcane/sugarcane005a.jpeg,sugarcane,3,0,0,224,224
189,rice/rice007a.jpeg,rice,2,0,0,224,224
190,sugarcane/sugarcane050a.jpg,sugarcane,3,51,147,372,187
191,jute/jute037ahf.jpeg,jute,0,0,0,224,224
192,rice/rice-828540_1280.jpg,rice,2,4,576,560,847
193,maize/maize008arot.jpeg,maize,1,0,0,224,224
194,rice/rice017ahf.jpeg,rice,2,0,0,224,224
195,maize/maize009ahf.jpeg,maize,1,0,0,224,224
196,wheat/wheat016a.jpeg,wheat,4,0,0,224,224
197,maize/maize040arot.jpeg,maize,1,0,0,224,224
198,rice/rice014ahf.jpeg,rice,2,0,0,224,224
199,wheat/wheat048a.jpg,wheat,4,446,156,1200,258
200,maize/maize050a.jpg,maize,1,2,436,832,1289
201,wheat/wheat039arot.jpeg,wheat,4,0,0,224,224
202,maize/maize003ahf.jpeg,maize,1,0,0,224,224
203,rice/rice-828540_1280.jpg,rice,2,506,290,867,844
204,maize/maize043a.jpg,maize,1,461,67,752,243
205,sugarcane/sugarcane027a.jpeg,sugarcane,3,0,0,224,224
206,jute/jute027ahf.jpeg,jute,0,0,0,224,224
207,wheat/wheat010ahs.jpeg,wheat,4,0,0,224,224
208,wheat/wheat021ahs.jpeg,wheat,4,0,0,224,224
209,jute/jute024arot.jpeg,jute,0,0,0,224,224
210,wheat/wheat011rot.jpeg,wheat,4,0,0,224,224
211,wheat/wheat031arot.jpeg,wheat,4,0,0,224,224
212,sugarcane/sugarcane018ahf.jpeg,sugarcane,3,0,0,224,224
213,sugarcane/sugarcane014arot.jpeg,sugarcane,3,0,0,224,224
214,jute/jute033ahs.jpeg,jute,0,0,0,224,224
215,jute/jute015arot.jpeg,jute,0,0,0,224,224
216,jute/jute033arot.jpeg,jute,0,0,0,224,224
217,rice/rice044a.jpg,rice,2,2,167,192,286
219,maize/maize008ahs.jpeg,maize,1,0,0,224,224
220,maize/maize024arot.jpeg,maize,1,0,0,224,224
221,sugarcane/sugarcane020ahf.jpeg,sugarcane,3,0,0,224,224
222,jute/jute024ahs.jpeg,jute,0,0,0,224,224
223,wheat/wheat041a.jpg,wheat,4,275,238,472,396
224,wheat/wheat049a.jpg,wheat,4,885,481,1194,800
225,jute/jute038ahs.jpeg,jute,0,0,0,224,224
226,jute/jute006ahs.jpeg,jute,0,0,0,224,224
227,rice/rice044a.jpg,rice,2,1,93,89,137
228,sugarcane/sugarcane018arot.jpeg,sugarcane,3,0,0,224,224
229,rice/rice031arot.jpeg,rice,2,0,0,224,224
230,wheat/wheat025ahs.jpeg,wheat,4,0,0,224,224
232,rice/rice027arot.jpeg,rice,2,0,0,224,224
233,wheat/wheat043a.jpg,wheat,4,146,134,214,314
234,jute/jute007ahf.jpeg,jute,0,0,0,224,224
235,rice/rice025ahs.jpeg,rice,2,0,0,224,224
236,wheat/wheat041a.jpg,wheat,4,377,127,474,141
237,sugarcane/sugarcane023ahf.jpeg,sugarcane,3,0,0,224,224
238,sugarcane/sugarcane0002a.jpeg,sugarcane,3,0,0,224,224
239,wheat/wheat005ahf.jpeg,wheat,4,0,0,224,224
240,maize/maize001arot.jpeg,maize,1,0,0,224,224
241,rice/rice038arot.jpeg,rice,2,0,0,224,224
242,maize/maize019a.jpeg,maize,1,0,0,224,224
243,jute/jute044a.jpg,jute,0,896,522,1020,666
244,rice/rice005arot.jpeg,rice,2,0,0,224,224
245,wheat/wheat045a.jpg,wheat,4,3,82,158,143
246,jute/juteleaves.jpg,jute,0,2,143,189,429
247,maize/maize048a.jpg,maize,1,5,459,2000,1500
248,wheat/wheat029arot.jpeg,wheat,4,0,0,224,224
249,wheat/wheat008ahf.jpeg,wheat,4,0,0,224,224
250,wheat/wheat050a.jpg,wheat,4,2428,1346,3338,2653
251,rice/rice021a.jpeg,rice,2,0,0,224,224
252,rice/rice006ahf.jpeg,rice,2,0,0,224,224
253,maize/maize042a.jpg,maize,1,1,542,304,1458
254,maize/maize047a.jpg,maize,1,281,42,428,379
255,rice/rice049a.jpg,rice,2,1,70,469,164
256,jute/jute003a.jpeg,jute,0,0,0,224,224
257,maize/maize_fieldmexico.jpeg,maize,1,112,149,253,316
258,wheat/wheat041a.jpg,wheat,4,1,174,189,229
259,wheat/wheat.jpg,wheat,4,5,300,235,768
260,jute/jute013arot.jpeg,jute,0,0,0,224,224
261,maize/maize048a.jpg,maize,1,1455,350,1991,868
262,wheat/wheat048a.jpg,wheat,4,353,447,753,896
263,maize/maize026a.jpeg,maize,1,0,0,224,224
264,maize/maize041a.jpg,maize,1,964,203,1276,1074
265,sugarcane/sugarcane027arot.jpeg,sugarcane,3,0,0,224,224
266,maize/maize020ahs.jpeg,maize,1,0,0,224,224
267,wheat/wheat020ahf.jpeg,wheat,4,0,0,224,224
268,maize/maize043a.jpg,maize,1,264,176,421,664
269,rice/rice047a.jpg,rice,2,123,102,381,231
270,jute/jute018a.jpeg,jute,0,0,0,224,224
271,jute/jute043a.jpg,jute,0,1,23,637,355
273,rice/rice010arot.jpeg,rice,2,0,0,224,224
274,sugarcane/sugarcane031a.jpeg,sugarcane,3,0,0,224,224
275,jute/jute048a.jpg,jute,0,1,103,225,588
276,maize/maize026ahf.jpeg,maize,1,0,0,224,224
277,maize/maize032ahf.jpeg,maize,1,0,0,224,224
278,wheat/wheat043a.jpg,wheat,4,362,122,472,188
279,wheat/wheatcrop01.jpg,wheat,4,1,2,348,278
280,maize/maize016a.jpeg,maize,1,0,0,224,224
281,jute/jute026ahf.jpeg,jute,0,0,0,224,224
282,maize/maize050a.jpg,maize,1,2694,467,3190,1198
283,maize/maize013arot.jpeg,maize,1,0,0,224,224
284,wheat/wheat023a.jpeg,wheat,4,0,0,224,224
285,wheat/wheat031ahf.jpeg,wheat,4,0,0,224,224
286,sugarcane/sugarcane0011arot.jpeg,sugarcane,3,0,0,224,224
287,sugarcane/sugarcane009ahf.jpeg,sugarcane,3,0,0,224,224
288,maize/maize003arot.jpeg,maize,1,0,0,224,224
289,maize/maize022ahf.jpeg,maize,1,0,0,224,224
290,rice/rice-828540_1280.jpg,rice,2,869,500,1275,689
291,rice/rice049a.jpg,rice,2,209,160,469,322
292,rice/rice031ahf.jpeg,rice,2,0,0,224,224
293,wheat/wheat042a.JPG,wheat,4,2,353,425,1200
294,jute/jute007ahs.jpeg,jute,0,0,0,224,224
295,wheat/wheat046a.jpg,wheat,4,1,310,336,496
296,jute/jute027a.jpeg,jute,0,0,0,224,224
297,sugarcane/sugarcane008arot.jpeg,sugarcane,3,0,0,224,224
298,rice/rice017arot.jpeg,rice,2,0,0,224,224
299,sugarcane/sugarcane049a.jpg,sugarcane,3,682,103,1016,793
300,sugarcane/sugarcane015arot.jpeg,sugarcane,3,0,0,224,224
302,jute/jute017a.jpeg,jute,0,0,0,224,224
303,maize/maize_fieldmexico.jpeg,maize,1,267,1,464,316
304,sugarcane/sugarcane023a.jpeg,sugarcane,3,0,0,224,224
306,wheat/wheatcrop01.jpg,wheat,4,355,1,797,273
307,rice/rice021arot.jpeg,rice,2,0,0,224,224
308,wheat/wheat023ahf.jpeg,wheat,4,0,0,224,224
309,rice/rice025arot.jpeg,rice,2,0,0,224,224
310,wheat/wheat038ahs.jpeg,wheat,4,0,0,224,224
311,maize/maize050a.jpg,maize,1,1775,467,2687,1272
312,jute/jute007a.jpeg,jute,0,0,0,224,224
313,jute/jute032ahs.jpeg,jute,0,0,0,224,224
314,jute/jute033ahf.jpeg,jute,0,0,0,224,224
315,maize/maize036arot.jpeg,maize,1,0,0,224,224
316,maize/maize033a.jpeg,maize,1,0,0,224,224
317,jute/juteleaves.jpg,jute,0,0,0,507,107
318,jute/jute012ahs.jpeg,jute,0,0,0,224,224
319,sugarcane/sugarcane050a.jpg,sugarcane,3,49,185,115,257
320,maize/maize012a.jpeg,maize,1,0,0,224,224
321,jute/jute004arot.jpeg,jute,0,0,0,224,224
322,jute/jute023a.jpeg,jute,0,0,0,224,224
323,wheat/wheat003hf.jpeg,wheat,4,0,0,224,224
324,maize/maize028arot.jpeg,maize,1,0,0,224,224
325,wheat/wheat045a.jpg,wheat,4,349,72,474,150
326,jute/jute050a.jpg,jute,0,492,51,610,235
327,wheat/wheat028ahf.jpeg,wheat,4,0,0,224,224
329,sugarcane/sugarcane030a.jpeg,sugarcane,3,0,0,224,224
330,rice/rice039arot.jpeg,rice,2,0,0,224,224
331,sugarcane/sugarcane041a.jpg,sugarcane,3,401,141,472,265
332,sugarcane/sugarcane0004a.jpeg,sugarcane,3,0,0,224,224
333,rice/rice005ahs.jpeg,rice,2,0,0,224,224
334,sugarcane/sugarcane050a.jpg,sugarcane,3,182,189,276,289
335,jute/jute011ahs.jpeg,jute,0,0,0,224,224
336,wheat/wheatss.jpg,wheat,4,3,199,303,586
337,jute/jute031a.jpeg,jute,0,0,0,224,224
338,sugarcane/sugarcane040ahs.jpeg,sugarcane,3,0,0,224,224
339,sugarcane/sugarcane034ahs.jpeg,sugarcane,3,0,0,224,224
341,maize/maize041a.jpg,maize,1,1,232,266,1000
342,wheat/wheat008a.jpeg,wheat,4,0,0,224,224
343,jute/jute047a.jpg,jute,0,261,154,363,249
344,jute/jute041a.jpg,jute,0,1,2,333,337
345,jute/jute035a.jpeg,jute,0,0,0,224,224
346,rice/rice034arot.jpeg,rice,2,0,0,224,224
347,rice/rice046a.jpg,rice,2,192,117,351,225
348,rice/rice027a.jpeg,rice,2,0,0,224,224
349,jute/jute048a.jpg,jute,0,2,106,1017,575
350,wheat/wheat040arot.jpeg,wheat,4,0,0,224,224
351,sugarcane/sugarcane034a.jpeg,sugarcane,3,0,0,224,224
352,sugarcane/sugarcane0011ahs.jpeg,sugarcane,3,0,0,224,224
353,maize/maize015ahs.jpeg,maize,1,0,0,224,224
354,maize/maize026ahs.jpeg,maize,1,0,0,224,224
355,jute/jute034ahs.jpeg,jute,0,0,0,224,224
356,jute/jute032arot.jpeg,jute,0,0,0,224,224
357,wheat/wheat045a.jpg,wheat,4,375,158,465,266
358,jute/jute041a.jpg,jute,0,2,309,1293,753
359,jute/Jute049a.jpg,jute,0,206,1,241,124
360,rice/rice-5174887_1280.jpg,rice,2,2,2,419,470
361,rice/rice024ahs.jpeg,rice,2,0,0,224,224
362,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,241,246,586,416
363,jute/jute001arot.jpeg,jute,0,0,0,224,224
364,maize/maize042a.jpg,maize,1,320,508,722,1527
365,maize/maize012arot.jpeg,maize,1,0,0,224,224
366,sugarcane/sugarcane030ahf.jpeg,sugarcane,3,0,0,224,224
367,sugarcane/sugarcane028a.jpeg,sugarcane,3,0,0,224,224
368,rice/rice028a.jpeg,rice,2,0,0,224,224
369,sugarcane/sugarcane014ahf.jpeg,sugarcane,3,0,0,224,224
370,jute/jute028a.jpeg,jute,0,0,0,224,224
371,maize/maize004ahf.jpeg,maize,1,0,0,224,224
372,rice/rice004ahf.jpeg,rice,2,0,0,224,224
373,sugarcane/sugarcane048a.jpg,sugarcane,3,73,2863,2883,3648
374,jute/Jute049a.jpg,jute,0,56,0,100,178
375,rice/rice041a.jpg,rice,2,429,194,576,354
376,maize/maize014hf.jpeg,maize,1,0,0,224,224
378,jute/jute048a.jpg,jute,0,644,125,870,578
380,maize/maize024ahs.jpeg,maize,1,0,0,224,224
381,maize/maize048a.jpg,maize,1,2,475,788,1000
382,wheat/wheat042a.JPG,wheat,4,1134,318,1598,540
384,jute/jute025a.jpeg,jute,0,0,0,224,224
385,sugarcane/sugarcane047a.jpg,sugarcane,3,12,360,694,710
386,rice/rice024arot.jpeg,rice,2,0,0,224,224
387,wheat/wheat009ahf.jpeg,wheat,4,0,0,224,224
388,wheat/wheat031ahs.jpeg,wheat,4,0,0,224,224
389,rice/rice014arot.jpeg,rice,2,0,0,224,224
390,jute/jute001ahf.jpeg,jute,0,0,0,224,224
392,sugarcane/sugarcane040ahf.jpeg,sugarcane,3,0,0,224,224
393,maize/maize028ahs.jpeg,maize,1,0,0,224,224
394,rice/rice015ahs.jpeg,rice,2,0,0,224,224
395,jute/Jute049a.jpg,jute,0,0,197,114,266
396,maize/maize022arot.jpeg,maize,1,0,0,224,224
397,jute/jute037a.jpeg,jute,0,0,0,224,224
398,maize/maize_fieldmexico.jpeg,maize,1,1,14,111,316
399,rice/rice048a.jpg,rice,2,567,318,1187,486
400,rice/rice025ahf.jpeg,rice,2,0,0,224,224
401,wheat/wheat.jpg,wheat,4,766,518,1023,768
402,sugarcane/sugarcane032a.jpeg,sugarcane,3,0,0,224,224
403,wheat/wheat045a.jpg,wheat,4,1,15,134,56
404,wheat/wheat019ahf.jpeg,wheat,4,0,0,224,224
405,rice/rice-5174887_1280.jpg,rice,2,381,211,805,547
406,rice/rice048a.jpg,rice,2,374,216,1195,312
407,jute/jute010arot.jpeg,jute,0,0,0,224,224
408,sugarcane/sugarcane047a.jpg,sugarcane,3,423,377,683,709
409,maize/maize046a.jpg,maize,1,1048,209,1498,896
410,jute/jute028ahs.jpeg,jute,0,0,0,224,224
411,wheat/wheat017ahf.jpeg,wheat,4,0,0,224,224
412,rice/rice048a.jpg,rice,2,9,500,640,900
413,wheat/wheat035ahs.jpeg,wheat,4,0,0,224,224
414,rice/rice033arot.jpeg,rice,2,0,0,224,224
415,rice/rice040ahf.jpeg,rice,2,0,0,224,224
416,sugarcane/sugarcane005ahs.jpeg,sugarcane,3,0,0,224,224
417,wheat/wheat029ahs.jpeg,wheat,4,0,0,224,224
418,maize/maize004ahs.jpeg,maize,1,0,0,224,224
419,sugarcane/sugarcane0004ahf.jpeg,sugarcane,3,0,0,224,224
420,rice/rice033ahf.jpeg,rice,2,0,0,224,224
421,sugarcane/sugarcane020a.jpeg,sugarcane,3,0,0,224,224
422,wheat/wheat043a.jpg,wheat,4,98,131,149,314
423,sugarcane/sugarcane021ahf.jpeg,sugarcane,3,0,0,224,224
424,jute/jutefield.jpg,jute,0,326,0,511,72
425,rice/rice008arot.jpeg,rice,2,0,0,224,224
426,sugarcane/sugarcane019ahs.jpeg,sugarcane,3,0,0,224,224
427,jute/jute023ahs.jpeg,jute,0,0,0,224,224
428,wheat/wheat049a.jpg,wheat,4,857,282,1200,480
429,rice/rice045a.jpg,rice,2,1,7,21,116
430,sugarcane/sugarcane016ahf.jpeg,sugarcane,3,0,0,224,224
431,wheat/wheat034a.jpeg,wheat,4,0,0,224,224
432,jute/Jute049a.jpg,jute,0,341,77,446,105
433,maize/maize043a.jpg,maize,1,399,169,490,606
434,jute/jute018arot.jpeg,jute,0,0,0,224,224
435,jute/jute022arot.jpeg,jute,0,0,0,224,224
436,sugarcane/sugarcane fields.jpg,sugarcane,3,5,75,49,329
437,jute/juteleaves.jpg,jute,0,147,113,500,383
438,wheat/wheat044a.jpg,wheat,4,355,83,474,185
439,jute/jute001a.jpeg,jute,0,0,0,224,224
440,maize/maize043a.jpg,maize,1,702,200,895,542
441,maize/maize050a.jpg,maize,1,2340,1184,3187,1800
442,jute/jute035ahs.jpeg,jute,0,0,0,224,224
443,maize/maize047a.jpg,maize,1,1,56,441,379
444,rice/rice003a.jpeg,rice,2,0,0,224,224
445,wheat/wheat043a.jpg,wheat,4,385,148,474,309
446,maize/maize041a.jpg,maize,1,501,206,769,1050
447,rice/rice045a.jpg,rice,2,206,93,383,206
448,rice/rice043a.jpg,rice,2,8,5,312,160
450,jute/jute013ahf.jpeg,jute,0,0,0,224,224
451,jute/jute017arot.jpeg,jute,0,0,0,224,224
452,sugarcane/sugarcane020ahs.jpeg,sugarcane,3,0,0,224,224
453,wheat/wheat015arot.jpeg,wheat,4,0,0,224,224
454,wheat/wheat048a.jpg,wheat,4,1,172,383,489
455,sugarcane/sugarcane024a.jpeg,sugarcane,3,0,0,224,224
457,maize/maize047a.jpg,maize,1,418,90,542,379
458,wheat/wheat0002arot.jpeg,wheat,4,0,0,224,224
459,rice/rice036a.jpeg,rice,2,0,0,224,224
460,rice/rice006ahs.jpeg,rice,2,0,0,224,224
461,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,289,407,571,533
462,maize/maize031ahs.jpeg,maize,1,0,0,224,224
463,wheat/wheat038ahf.jpeg,wheat,4,0,0,224,224
464,maize/maize040ahf.jpeg,maize,1,0,0,224,224
465,jute/jute020a.jpeg,jute,0,0,0,224,224
466,wheat/wheat-field-artificial-irrigation-rural-electrification-to-harvest-166395991.jpg,wheat,4,569,407,800,533
467,jute/jute039ahs.jpeg,jute,0,0,0,224,224
468,maize/maize013a.jpeg,maize,1,0,0,224,224
469,jute/jute030arot.jpeg,jute,0,0,0,224,224
470,maize/maize036a.jpeg,maize,1,0,0,224,224
472,maize/maize028ahf.jpeg,maize,1,0,0,224,224
473,sugarcane/sugarcane024ahs.jpeg,sugarcane,3,0,0,224,224
